id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
1747,Bonnie,Brown,bonnie.brown.1747@gslingacademy.com,female,False,1,True,9,Social Network Studies,64,89,91,99,60,98,93
1748,Michael,Evans,michael.evans.1748@gslingacademy.com,male,True,5,False,25,Stock Investor,81,88,85,90,93,62,96
1749,Molly,Meadows,molly.meadows.1749@gslingacademy.com,female,False,1,True,18,Teacher,80,93,89,79,89,93,100
1750,Dana,Peters,dana.peters.1750@gslingacademy.com,female,False,4,False,3,Social Network Studies,75,65,66,79,91,82,72
1751,Patricia,Phelps,patricia.phelps.1751@gslingacademy.com,female,False,4,True,34,Lawyer,87,90,98,90,83,94,84
1752,Maria,Jones,maria.jones.1752@gslingacademy.com,female,False,7,False,4,Business Owner,58,50,73,54,94,51,74
1753,Anthony,Johns,anthony.johns.1753@gslingacademy.com,male,False,3,False,14,Government Officer,60,90,87,91,78,77,82
1754,David,Schmidt,david.schmidt.1754@gslingacademy.com,male,True,5,False,8,Real Estate Developer,91,70,88,68,88,63,68
1755,Amanda,Cox,amanda.cox.1755@gslingacademy.com,female,False,3,False,35,Scientist,95,97,89,97,99,85,92
1756,William,Patterson,william.patterson.1756@gslingacademy.com,male,False,3,False,2,Artist,70,100,92,73,67,68,76
1757,Sydney,Wood,sydney.wood.1757@gslingacademy.com,female,False,2,False,27,Lawyer,76,100,94,81,60,85,73
1758,Donald,Fischer,donald.fischer.1758@gslingacademy.com,male,False,5,False,20,Accountant,79,65,78,65,57,99,92
1759,Anthony,Palmer,anthony.palmer.1759@gslingacademy.com,male,False,4,False,21,Software Engineer,92,96,92,63,73,60,81
1760,Christina,Garcia,christina.garcia.1760@gslingacademy.com,female,False,5,False,6,Government Officer,89,73,71,97,78,99,60
1761,Misty,Anderson,misty.anderson.1761@gslingacademy.com,female,False,3,False,18,Banker,85,95,77,71,75,95,94
1762,Shannon,Weber,shannon.weber.1762@gslingacademy.com,female,False,2,False,7,Real Estate Developer,92,66,88,91,61,84,69
1763,Jennifer,Palmer,jennifer.palmer.1763@gslingacademy.com,female,False,2,False,24,Software Engineer,87,63,79,81,95,75,64
1764,Michael,Arnold,michael.arnold.1764@gslingacademy.com,male,False,5,False,21,Accountant,77,77,97,66,87,73,75
1765,James,Hernandez,james.hernandez.1765@gslingacademy.com,male,False,10,False,2,Business Owner,73,56,59,62,58,83,80
1766,Erin,Cannon,erin.cannon.1766@gslingacademy.com,female,True,0,False,34,Lawyer,91,85,81,93,100,87,77
1767,Nicole,Lee,nicole.lee.1767@gslingacademy.com,female,False,7,True,0,Business Owner,76,96,89,83,78,54,61
1768,Jacob,Ross,jacob.ross.1768@gslingacademy.com,male,False,4,False,17,Software Engineer,86,70,94,96,74,67,60
1769,Morgan,Cisneros,morgan.cisneros.1769@gslingacademy.com,female,False,5,False,10,Banker,81,77,88,92,65,92,87
1770,Amber,Stuart,amber.stuart.1770@gslingacademy.com,female,False,4,True,35,Lawyer,98,88,88,89,90,90,90
1771,Tyler,Griffin,tyler.griffin.1771@gslingacademy.com,male,False,3,False,27,Software Engineer,88,67,96,70,66,76,71
1772,Daniel,Gonzalez,daniel.gonzalez.1772@gslingacademy.com,male,False,2,True,30,Scientist,85,83,94,100,89,68,89
1773,Joseph,Jones,joseph.jones.1773@gslingacademy.com,male,False,2,False,35,Lawyer,90,89,96,94,100,88,85
1774,Jessica,Hampton,jessica.hampton.1774@gslingacademy.com,female,True,5,False,5,Game Developer,97,83,93,67,85,63,66
1775,Deborah,Butler,deborah.butler.1775@gslingacademy.com,female,False,6,True,10,Government Officer,78,84,71,93,78,78,87
1776,Julie,Black,julie.black.1776@gslingacademy.com,female,True,8,False,1,Business Owner,53,98,90,81,61,65,93
1777,Bryan,Dorsey,bryan.dorsey.1777@gslingacademy.com,male,True,10,False,0,Business Owner,77,53,92,98,56,53,93
1778,Chad,Gomez,chad.gomez.1778@gslingacademy.com,male,True,3,False,30,Lawyer,97,88,94,75,66,91,64
1779,Andrew,Clark,andrew.clark.1779@gslingacademy.com,male,False,4,False,3,Business Owner,88,100,58,59,96,64,87
1780,Brian,Wright,brian.wright.1780@gslingacademy.com,male,False,3,True,18,Construction Engineer,98,67,80,68,80,88,85
1781,Jessica,Smith,jessica.smith.1781@gslingacademy.com,female,True,8,True,0,Business Owner,92,78,78,85,94,94,73
1782,Thomas,Brooks,thomas.brooks.1782@gslingacademy.com,male,True,5,False,15,Software Engineer,92,92,74,96,95,77,76
1783,Kimberly,Knox,kimberly.knox.1783@gslingacademy.com,female,True,3,False,43,Doctor,86,99,87,88,99,89,86
1784,Jamie,Mccarthy,jamie.mccarthy.1784@gslingacademy.com,male,False,5,False,16,Designer,91,69,97,76,97,81,86
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,92,75,100,78,32,84,69
1786,Jonathan,Weiss,jonathan.weiss.1786@gslingacademy.com,male,False,2,False,2,Game Developer,82,75,93,67,69,65,74
1787,Renee,Smith,renee.smith.1787@gslingacademy.com,female,False,1,False,34,Lawyer,99,81,92,86,65,99,79
1788,Tony,Hopkins,tony.hopkins.1788@gslingacademy.com,male,True,2,False,34,Software Engineer,95,90,65,84,86,88,94
1789,Thomas,Buckley,thomas.buckley.1789@gslingacademy.com,male,False,3,False,18,Software Engineer,100,93,99,65,72,79,88
1790,Debra,Evans,debra.evans.1790@gslingacademy.com,female,False,5,True,21,Social Network Studies,79,86,84,84,63,82,94
1791,Richard,Bell,richard.bell.1791@gslingacademy.com,male,True,3,True,3,Business Owner,80,95,96,96,94,84,93
1792,Katelyn,Watkins,katelyn.watkins.1792@gslingacademy.com,female,False,4,False,31,Doctor,93,81,88,90,89,95,81
1793,Michele,Stout,michele.stout.1793@gslingacademy.com,female,False,5,True,17,Software Engineer,95,75,79,79,93,85,71
1794,Lisa,Estes,lisa.estes.1794@gslingacademy.com,female,False,0,False,10,Banker,81,92,76,81,73,92,63
1795,Casey,Hall,casey.hall.1795@gslingacademy.com,female,False,1,False,5,Designer,75,88,63,64,84,74,72
1796,Joshua,Cole,joshua.cole.1796@gslingacademy.com,male,False,4,False,8,Stock Investor,80,69,70,60,71,60,89
1797,Andrew,Jackson,andrew.jackson.1797@gslingacademy.com,male,False,4,False,3,Business Owner,52,81,62,77,74,91,92
1798,Karen,Rodriguez,karen.rodriguez.1798@gslingacademy.com,female,False,3,False,30,Doctor,95,94,82,87,93,93,90
1799,Sara,Johnson,sara.johnson.1799@gslingacademy.com,female,False,2,False,20,Accountant,99,70,97,93,87,90,88
1800,Alyssa,Costa,alyssa.costa.1800@gslingacademy.com,female,True,5,False,25,Software Engineer,85,87,68,74,74,85,68
1801,Daniel,Poole,daniel.poole.1801@gslingacademy.com,male,False,4,True,23,Construction Engineer,96,89,86,84,64,60,66
1802,Ricardo,Juarez,ricardo.juarez.1802@gslingacademy.com,male,False,7,False,3,Game Developer,91,63,86,81,90,98,63
1803,Tony,Castillo,tony.castillo.1803@gslingacademy.com,male,True,1,False,24,Software Engineer,89,82,76,92,97,66,60
1804,Brian,Kelly,brian.kelly.1804@gslingacademy.com,male,False,1,False,37,Doctor,98,87,96,89,100,85,91
1805,Tyler,Moore,tyler.moore.1805@gslingacademy.com,male,False,2,False,28,Social Network Studies,100,82,72,97,74,75,81
1806,Sharon,Martinez,sharon.martinez.1806@gslingacademy.com,female,False,2,False,5,Business Owner,75,71,68,91,79,62,94
1807,Mary,Malone,mary.malone.1807@gslingacademy.com,female,False,3,False,6,Real Estate Developer,74,63,74,63,78,90,83
1808,Rebecca,Huang,rebecca.huang.1808@gslingacademy.com,female,False,7,False,40,Doctor,85,99,87,85,91,88,90
1809,Alan,Santos,alan.santos.1809@gslingacademy.com,male,False,3,True,35,Social Network Studies,86,87,97,92,85,99,86
1810,Martin,Duran,martin.duran.1810@gslingacademy.com,male,False,4,True,34,Doctor,91,71,99,96,85,79,74
1811,Christopher,Gutierrez,christopher.gutierrez.1811@gslingacademy.com,male,False,2,False,24,Software Engineer,90,76,100,73,90,64,86
1812,Brandy,Maldonado,brandy.maldonado.1812@gslingacademy.com,female,False,6,False,35,Scientist,91,91,92,95,98,91,85
1813,Brenda,Sanders,brenda.sanders.1813@gslingacademy.com,female,True,6,False,0,Business Owner,80,83,93,81,95,87,61
1814,Drew,Mccann,drew.mccann.1814@gslingacademy.com,male,False,1,False,35,Doctor,95,89,92,87,95,86,93
1815,Joshua,Ayala,joshua.ayala.1815@gslingacademy.com,male,False,5,True,18,Social Network Studies,94,97,69,81,100,68,68
1816,Tina,Rose,tina.rose.1816@gslingacademy.com,female,True,1,True,1,Business Owner,54,55,50,100,77,61,78
1817,William,Khan,william.khan.1817@gslingacademy.com,male,False,2,False,16,Construction Engineer,87,80,85,60,96,81,83
1818,William,Avery,william.avery.1818@gslingacademy.com,male,False,5,False,28,Software Engineer,100,75,72,79,61,94,82
1819,John,Fuller,john.fuller.1819@gslingacademy.com,male,False,3,False,14,Government Officer,93,99,72,79,83,87,73
1820,Jeremy,Coleman,jeremy.coleman.1820@gslingacademy.com,male,False,3,False,25,Doctor,99,70,89,86,92,65,64
1821,Laura,Wright,laura.wright.1821@gslingacademy.com,female,False,2,False,16,Banker,99,99,90,63,63,77,60
1822,David,Luna,david.luna.1822@gslingacademy.com,male,False,4,False,28,Stock Investor,76,80,89,74,61,86,93
1823,Christopher,Jensen,christopher.jensen.1823@gslingacademy.com,male,False,0,False,15,Software Engineer,92,100,83,74,73,66,83
1824,Luis,Little,luis.little.1824@gslingacademy.com,male,False,10,False,46,Doctor,100,93,88,98,99,89,95
1825,Joseph,Garcia,joseph.garcia.1825@gslingacademy.com,male,False,2,False,34,Lawyer,89,97,77,90,93,87,90
1826,Michael,York,michael.york.1826@gslingacademy.com,male,False,2,False,27,Lawyer,97,81,71,77,90,86,80
1827,Debbie,Landry,debbie.landry.1827@gslingacademy.com,female,True,4,False,28,Doctor,99,63,97,90,99,99,100
1828,Michael,Gordon,michael.gordon.1828@gslingacademy.com,male,False,3,False,33,Scientist,100,63,96,95,92,76,88
1829,Melissa,Harris,melissa.harris.1829@gslingacademy.com,female,False,5,False,12,Banker,86,87,72,66,94,78,94
1830,Jonathon,Wilson,jonathon.wilson.1830@gslingacademy.com,male,False,0,False,27,Lawyer,77,99,94,81,80,87,98
1831,Margaret,Santos,margaret.santos.1831@gslingacademy.com,female,False,1,False,15,Government Officer,86,96,67,76,74,66,69
1832,Hailey,Arroyo,hailey.arroyo.1832@gslingacademy.com,female,False,1,True,3,Real Estate Developer,75,64,98,65,88,65,71
1833,Steven,Webster,steven.webster.1833@gslingacademy.com,male,False,2,False,26,Lawyer,94,93,92,67,61,85,94
1834,Tina,Harrison,tina.harrison.1834@gslingacademy.com,female,False,1,False,35,Designer,94,88,87,97,93,86,94
1835,Andrew,Nunez,andrew.nunez.1835@gslingacademy.com,male,False,1,False,20,Banker,89,92,75,85,65,81,69
1836,Renee,Cruz,renee.cruz.1836@gslingacademy.com,female,False,3,False,14,Writer,89,73,96,84,96,98,77
1837,Victoria,Taylor,victoria.taylor.1837@gslingacademy.com,female,False,2,True,24,Software Engineer,89,82,83,62,66,86,90
1838,Joseph,Dixon,joseph.dixon.1838@gslingacademy.com,male,False,2,False,8,Government Officer,81,78,82,83,63,85,75
1839,Heather,Gutierrez,heather.gutierrez.1839@gslingacademy.com,female,False,3,False,19,Social Network Studies,93,73,67,100,63,92,86
1840,Cynthia,Hodges,cynthia.hodges.1840@gslingacademy.com,female,False,10,True,2,Business Owner,79,95,70,92,63,57,67
1841,Danielle,Kelley,danielle.kelley.1841@gslingacademy.com,female,False,2,False,29,Social Network Studies,97,86,72,81,85,70,72
1842,Michael,Mccall,michael.mccall.1842@gslingacademy.com,male,False,1,False,14,Banker,78,66,92,61,98,76,99
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,83,60,95,68,33,62,73
1844,Franklin,Riley,franklin.riley.1844@gslingacademy.com,male,False,0,False,29,Stock Investor,86,95,61,96,89,99,84
1845,Caitlin,Duncan,caitlin.duncan.1845@gslingacademy.com,female,False,1,False,2,Artist,87,78,74,75,95,69,99
1846,Robin,Reeves,robin.reeves.1846@gslingacademy.com,female,False,6,False,25,Lawyer,81,82,69,94,88,95,84
1847,Rebecca,Gibbs,rebecca.gibbs.1847@gslingacademy.com,female,False,0,False,6,Government Officer,83,73,83,66,93,68,89
1848,Peter,Santos,peter.santos.1848@gslingacademy.com,male,False,2,True,11,Banker,81,85,91,94,97,93,65
1849,Daryl,Arnold,daryl.arnold.1849@gslingacademy.com,male,False,1,True,4,Designer,65,95,89,96,78,85,80
1850,Michael,Davis,michael.davis.1850@gslingacademy.com,male,False,2,False,33,Lawyer,83,91,76,71,82,82,79
1851,Leslie,Cox,leslie.cox.1851@gslingacademy.com,female,False,3,True,22,Doctor,98,79,87,86,98,85,85
1852,Jamie,Carter,jamie.carter.1852@gslingacademy.com,female,False,0,False,34,Doctor,83,84,91,84,85,91,92
1853,Shane,Payne,shane.payne.1853@gslingacademy.com,male,False,1,False,22,Software Engineer,85,60,85,76,90,75,93
1854,Kimberly,Haley,kimberly.haley.1854@gslingacademy.com,female,False,10,False,5,Business Owner,68,66,82,63,91,67,89
1855,George,Duran,george.duran.1855@gslingacademy.com,male,False,1,False,11,Government Officer,86,82,60,65,83,69,78
1856,Donald,Carney,donald.carney.1856@gslingacademy.com,male,False,1,False,12,Government Officer,83,87,87,80,81,79,98
1857,Michelle,Brown,michelle.brown.1857@gslingacademy.com,female,False,2,False,35,Social Network Studies,92,92,99,87,100,88,97
1858,Elizabeth,Hawkins,elizabeth.hawkins.1858@gslingacademy.com,female,False,0,False,6,Real Estate Developer,91,66,91,62,70,87,90
1859,Johnny,Gomez,johnny.gomez.1859@gslingacademy.com,male,False,9,True,0,Business Owner,53,95,87,60,68,74,68
1860,Christopher,Mcconnell,christopher.mcconnell.1860@gslingacademy.com,male,False,2,True,26,Lawyer,73,85,80,64,69,95,64
1861,Kyle,Rodriguez,kyle.rodriguez.1861@gslingacademy.com,male,False,0,False,19,Banker,97,95,91,97,96,90,67
1862,Rhonda,Cook,rhonda.cook.1862@gslingacademy.com,female,False,0,False,3,Government Officer,91,97,72,62,86,78,72
1863,Nathan,Fitzpatrick,nathan.fitzpatrick.1863@gslingacademy.com,male,False,1,False,14,Banker,91,65,75,60,93,79,82
1864,John,Mitchell,john.mitchell.1864@gslingacademy.com,male,False,9,False,12,Writer,81,72,87,84,97,94,89
1865,Billy,Compton,billy.compton.1865@gslingacademy.com,male,False,1,False,18,Software Engineer,92,99,100,64,100,65,99
1866,Richard,Chavez,richard.chavez.1866@gslingacademy.com,male,False,5,False,4,Business Owner,85,53,95,76,61,88,82
1867,Victor,Andrade,victor.andrade.1867@gslingacademy.com,male,False,1,False,34,Construction Engineer,83,60,80,92,84,60,70
1868,Gregory,Lee,gregory.lee.1868@gslingacademy.com,male,False,2,False,21,Social Network Studies,92,85,78,87,64,79,74
1869,Alexandra,Blackburn,alexandra.blackburn.1869@gslingacademy.com,female,False,3,True,5,Real Estate Developer,80,88,94,60,65,63,91
1870,Kristopher,Murray,kristopher.murray.1870@gslingacademy.com,male,False,1,True,16,Accountant,87,81,69,82,70,62,66
1871,Wanda,Pearson,wanda.pearson.1871@gslingacademy.com,female,False,0,False,31,Scientist,88,61,95,91,99,64,90
1872,Denise,Rose,denise.rose.1872@gslingacademy.com,female,True,6,False,1,Business Owner,41,83,54,87,97,65,69
1873,Andrew,Reed,andrew.reed.1873@gslingacademy.com,male,False,3,False,35,Banker,87,93,88,97,91,88,88
1874,David,Castro,david.castro.1874@gslingacademy.com,male,False,1,True,41,Doctor,89,95,97,99,87,90,91
1875,Tim,Duncan,tim.duncan.1875@gslingacademy.com,male,True,5,True,1,Business Owner,89,53,77,96,76,63,90
1876,Joshua,Walker,joshua.walker.1876@gslingacademy.com,male,False,2,False,6,Real Estate Developer,53,97,81,86,71,87,78
1877,Julie,Rogers,julie.rogers.1877@gslingacademy.com,female,False,3,False,30,Scientist,92,88,99,92,89,66,76
1878,Gina,Gilbert,gina.gilbert.1878@gslingacademy.com,female,False,3,False,32,Banker,85,84,66,66,78,98,69
1879,Miguel,Nicholson,miguel.nicholson.1879@gslingacademy.com,male,False,2,False,18,Software Engineer,89,67,93,83,65,94,67
1880,Daniel,Murray,daniel.murray.1880@gslingacademy.com,male,False,1,False,2,Business Owner,98,92,82,56,71,79,89
1881,Lauren,Ellis,lauren.ellis.1881@gslingacademy.com,female,False,5,False,5,Business Owner,66,52,71,76,67,72,60
1882,Bridget,Martin,bridget.martin.1882@gslingacademy.com,female,False,2,False,32,Lawyer,90,96,95,80,93,95,67
1883,Maureen,Hart,maureen.hart.1883@gslingacademy.com,female,True,2,False,18,Teacher,84,93,74,76,95,90,64
1884,Sabrina,Davis,sabrina.davis.1884@gslingacademy.com,female,False,7,False,27,Lawyer,88,81,73,70,60,95,68
1885,Richard,Davis,richard.davis.1885@gslingacademy.com,male,False,3,False,9,Social Network Studies,66,61,97,61,60,61,98
1886,Angela,Koch,angela.koch.1886@gslingacademy.com,female,False,2,False,15,Teacher,86,63,82,61,96,98,83
1887,William,Smith,william.smith.1887@gslingacademy.com,male,False,9,False,1,Business Owner,60,72,66,95,67,78,94
1888,Catherine,Coffey,catherine.coffey.1888@gslingacademy.com,female,False,10,False,2,Business Owner,41,59,69,70,100,65,72
1889,Christopher,Pace,christopher.pace.1889@gslingacademy.com,male,False,2,False,31,Software Engineer,94,62,66,95,66,64,62
1890,Rachel,Reeves,rachel.reeves.1890@gslingacademy.com,female,False,3,False,2,Artist,64,69,79,89,72,64,82
1891,Jillian,Arroyo,jillian.arroyo.1891@gslingacademy.com,female,True,4,False,2,Game Developer,99,97,87,93,79,83,94
1892,Patricia,Douglas,patricia.douglas.1892@gslingacademy.com,female,True,6,False,5,Business Owner,46,53,92,71,90,76,81
1893,Brandon,Butler,brandon.butler.1893@gslingacademy.com,male,False,1,False,21,Software Engineer,89,87,81,67,93,98,68
1894,Erica,Valdez,erica.valdez.1894@gslingacademy.com,female,False,6,False,12,Designer,83,79,87,66,78,93,82
1895,Alexis,Byrd,alexis.byrd.1895@gslingacademy.com,female,True,5,False,0,Business Owner,51,55,87,51,77,87,65
1896,James,Simpson,james.simpson.1896@gslingacademy.com,male,False,5,False,26,Accountant,79,90,82,92,70,60,80
1897,Robert,Campbell,robert.campbell.1897@gslingacademy.com,male,False,3,False,15,Accountant,97,73,64,95,71,68,78
1898,Nicole,Smith,nicole.smith.1898@gslingacademy.com,female,True,1,False,14,Accountant,100,68,85,85,62,63,92
1899,Patricia,Porter,patricia.porter.1899@gslingacademy.com,female,False,6,False,9,Teacher,70,99,60,79,71,79,75
1900,Brian,Chan,brian.chan.1900@gslingacademy.com,male,False,2,False,19,Social Network Studies,70,66,90,74,100,96,81
1901,Katherine,Norman,katherine.norman.1901@gslingacademy.com,female,False,7,False,17,Teacher,67,80,86,98,83,82,76
1902,Pamela,Gomez,pamela.gomez.1902@gslingacademy.com,female,False,3,True,9,Real Estate Developer,71,95,72,88,89,78,67
1903,Amy,Morrow,amy.morrow.1903@gslingacademy.com,female,False,5,True,14,Banker,87,64,68,60,81,75,67
1904,Luke,Hernandez,luke.hernandez.1904@gslingacademy.com,male,False,1,True,3,Game Developer,80,79,94,74,83,83,61
1905,Roberto,Rodriguez,roberto.rodriguez.1905@gslingacademy.com,male,True,9,True,22,Software Engineer,94,80,72,90,60,78,94
1906,Carla,Jackson,carla.jackson.1906@gslingacademy.com,female,False,3,False,10,Real Estate Developer,83,91,82,93,71,80,85
1907,Aaron,Allen,aaron.allen.1907@gslingacademy.com,male,True,1,False,1,Business Owner,63,69,57,60,80,92,62
1908,Wendy,Burch,wendy.burch.1908@gslingacademy.com,female,False,0,False,10,Social Network Studies,93,78,72,66,73,76,68
1909,Sarah,Hansen,sarah.hansen.1909@gslingacademy.com,female,False,2,False,36,Doctor,94,100,95,92,95,88,88
1910,Amy,Dominguez,amy.dominguez.1910@gslingacademy.com,female,False,3,False,34,Software Engineer,99,75,87,76,95,99,67
1911,Mark,Jacobs,mark.jacobs.1911@gslingacademy.com,male,False,3,False,32,Doctor,82,98,100,100,100,64,87
1912,Melissa,Mendoza,melissa.mendoza.1912@gslingacademy.com,female,False,2,False,28,Software Engineer,95,82,100,60,77,95,80
1913,Bethany,Thomas,bethany.thomas.1913@gslingacademy.com,female,True,10,False,3,Business Owner,55,92,59,78,61,83,60
1914,Michael,Webb,michael.webb.1914@gslingacademy.com,male,False,2,False,32,Software Engineer,90,90,82,64,75,82,93
1915,Gregory,Cole,gregory.cole.1915@gslingacademy.com,male,False,2,False,4,Business Owner,46,77,90,78,66,76,86
1916,Jeffrey,Miller,jeffrey.miller.1916@gslingacademy.com,male,False,2,False,21,Accountant,91,100,98,96,66,87,65
1917,Rebecca,Castillo,rebecca.castillo.1917@gslingacademy.com,female,False,1,True,22,Writer,72,100,78,100,98,92,97
1918,Amanda,Green,amanda.green.1918@gslingacademy.com,female,False,4,False,28,Banker,79,87,98,87,99,94,88
1919,Joseph,Hess,joseph.hess.1919@gslingacademy.com,male,False,3,False,35,Construction Engineer,85,90,96,95,95,88,90
